Tree ID;Species Name;DBH (cm);Replacement Value (€);Carbon Storage (kg);Carbon Storage (€);Gross Carbon Sequestration (kg/yr);Gross Carbon Sequestration (€/yr);Avoided Runoff (m^3/yr);Avoided Runoff (€/yr);Carbon Avoided (kg/yr);Carbon Avoided (€/yr);Pollution Removal (g/yr);Pollution Removal (€/yr);Energy Savings (€/yr);Total Annual Benefits (€/yr)
3001990;Tilia platyphyllos;44,3;3 282,64;501,8;80,63;14,9;2,40;1,5;2,94;N/A;N/A;348,6;1,47;N/A;6,81
3001991;Tilia platyphyllos;32,9;1 946,25;248,8;39,98;10,0;1,61;1,0;1,84;N/A;N/A;218,2;0,92;N/A;4,37
3001992;Tilia platyphyllos;35,1;2 173,42;289,8;46,57;10,9;1,75;1,1;2,06;N/A;N/A;244,4;1,03;N/A;4,85
3001993;Tilia platyphyllos;18,5;822,33;64,0;10,29;4,6;0,74;0,3;0,62;N/A;N/A;73,3;0,31;N/A;1,67
3001994;Tilia tomentosa;34,8;2 126,35;216,4;34,77;8,2;1,32;1,1;2,12;N/A;N/A;250,6;1,06;N/A;4,49
3001996;Fagus sylvatica;38,6;2 831,90;574,8;92,35;13,5;2,17;2,5;4,78;N/A;N/A;566,7;2,39;N/A;9,34
3001998;Fagus sylvatica;34,1;2 272,19;430,6;69,18;11,5;1,84;2,1;3,98;N/A;N/A;471,3;1,99;N/A;7,81
3002000;Acer campestre;22,3;1 052,34;149,8;24,06;5,7;0,92;0,7;1,28;N/A;N/A;152,1;0,64;N/A;2,85
3002001;Acer campestre;18,2;802,48;94,4;15,17;4,4;0,71;0,5;0,88;N/A;N/A;104,2;0,44;N/A;2,03
3002003;Fagus sylvatica;41,8;3 272,08;691,9;111,17;15,0;2,41;2,8;5,35;N/A;N/A;633,8;2,67;N/A;10,43
3002007;Fagus sylvatica;49,4;4 457,92;1 020,2;163,91;18,6;2,99;3,5;6,63;N/A;N/A;785,1;3,31;N/A;12,93
3002008;Carpinus betulus;35,4;1 942,36;417,6;67,10;10,8;1,74;1,1;2,15;N/A;N/A;254,8;1,07;N/A;4,96
3002009;Carpinus betulus;28,1;1 344,56;246,5;39,60;11,2;1,79;0,8;1,46;N/A;N/A;173,5;0,73;N/A;3,99
3002010;Carpinus betulus;35,1;1 915,09;409,5;65,80;10,9;1,76;1,1;2,12;N/A;N/A;251,4;1,06;N/A;4,94
3002011;Carpinus betulus;31,9;1 638,59;329,0;52,85;12,1;1,95;1,0;1,82;N/A;N/A;215,2;0,91;N/A;4,67
3002012;Carpinus betulus;42,1;2 612,01;623,2;100,13;6,2;0,99;1,4;2,72;N/A;N/A;321,8;1,36;N/A;5,06
3002013;Carpinus betulus;31,6;1 614,02;321,9;51,72;12,2;1,96;0,9;1,79;N/A;N/A;211,8;0,89;N/A;4,64
3002014;Sambucus nigra;26,5;1 231,89;240,4;38,62;8,0;1,28;0,1;0,24;N/A;N/A;28,6;0,12;N/A;1,65
3002016;Tilia platyphyllos;33,8;2 037,41;265,2;42,60;10,4;1,67;1,0;1,93;N/A;N/A;228,9;0,97;N/A;4,56
3002017;Tilia platyphyllos;32,5;1 906,53;241,7;38,84;9,8;1,58;0,9;1,80;N/A;N/A;213,5;0,90;N/A;4,28
3002018;Tilia platyphyllos;25,5;1 290,02;136,4;21,92;7,1;1,14;0,6;1,14;N/A;N/A;135,6;0,57;N/A;2,86
3002019;Acer platanoides;35,1;1 971,77;401,0;64,44;18,7;3,00;0,8;1,45;N/A;N/A;171,9;0,73;N/A;5,18
3002020;Tilia platyphyllos;27,8;1 476,17;167,3;26,87;8,0;1,28;0,7;1,35;N/A;N/A;159,9;0,67;N/A;3,30
3002021;Acer platanoides;43,0;2 798,44;636,7;102,30;24,3;3,90;1,1;2,11;N/A;N/A;250,5;1,06;N/A;7,07
3002022;Tilia platyphyllos;23,0;1 105,91;107,0;17,19;6,2;0,99;0,5;0,94;N/A;N/A;111,1;0,47;N/A;2,40
3002024;Carpinus betulus;41,5;2 547,32;602,8;96,86;6,7;1,07;1,4;2,67;N/A;N/A;316,6;1,34;N/A;5,08
3002025;Carpinus betulus;26,5;1 231,89;215,9;34,68;10,3;1,66;0,7;1,32;N/A;N/A;156,8;0,66;N/A;3,64
3002026;Carpinus betulus;30,3;1 510,25;292,5;47,00;12,3;1,98;0,9;1,67;N/A;N/A;197,3;0,83;N/A;4,48
3002027;Carpinus betulus;25,8;1 184,68;203,2;32,65;10,0;1,60;0,7;1,26;N/A;N/A;149,6;0,63;N/A;3,50
3002028;Carpinus betulus;19,2;801,66;105,3;16,92;6,8;1,09;0,4;0,75;N/A;N/A;89,1;0,38;N/A;2,22
3002029;Carpinus betulus;31,9;1 638,59;329,0;52,85;12,1;1,95;1,0;1,82;N/A;N/A;215,2;0,91;N/A;4,67
3002030;Carpinus betulus;28,7;1 388,51;258,6;41,54;11,5;1,84;0,8;1,52;N/A;N/A;179,9;0,76;N/A;4,12
3002031;Carpinus betulus;26,5;1 231,89;215,9;34,68;10,3;1,66;0,7;1,32;N/A;N/A;156,8;0,66;N/A;3,64
3002032;Tilia cordata;29,3;1 720,40;189,3;30,42;8,6;1,37;0,7;1,32;N/A;N/A;155,8;0,66;N/A;3,35
3002033;Tilia platyphyllos;32,5;1 906,53;241,7;38,84;9,8;1,58;0,9;1,80;N/A;N/A;213,5;0,90;N/A;4,28
3002034;Tilia platyphyllos;39,5;2 671,85;382,9;61,52;12,8;2,06;1,3;2,50;N/A;N/A;296,2;1,25;N/A;5,80
3002035;Tilia cordata;35,4;2 379,36;295,7;47,51;11,0;1,77;1,0;1,88;N/A;N/A;223,2;0,94;N/A;4,60
3002036;Tilia platyphyllos;41,5;2 917,84;430,2;69,12;13,7;2,20;1,4;2,69;N/A;N/A;318,8;1,34;N/A;6,23
3002038;Tilia platyphyllos;40,5;2 793,33;406,2;65,26;13,2;2,13;1,4;2,60;N/A;N/A;307,6;1,30;N/A;6,02
3002039;Tilia cordata;23,6;1 216,95;113,7;18,26;6,4;1,03;0,4;0,85;N/A;N/A;100,6;0,42;N/A;2,30
3002040;Tilia cordata;43,0;3 374,20;467,8;75,16;14,3;2,30;1,4;2,61;N/A;N/A;308,7;1,30;N/A;6,21
3002041;Tilia cordata;25,5;1 372,71;136,4;21,92;7,1;1,14;0,5;1,00;N/A;N/A;117,9;0,50;N/A;2,63
3002042;Tilia platyphyllos;30,9;1 752,49;214,6;34,48;9,2;1,48;0,9;1,64;N/A;N/A;194,8;0,82;N/A;3,94
3002046;Prunus;20,1;756,98;138,7;22,28;9,5;1,53;0,4;0,70;N/A;N/A;83,2;0,35;N/A;2,58
3002047;Betula pendula;36,0;1 909,98;420,3;67,53;21,2;3,40;1,2;2,35;N/A;N/A;278,4;1,17;N/A;6,93
3002048;Betula pendula;36,0;1 909,98;420,3;67,53;21,2;3,40;1,2;2,35;N/A;N/A;278,4;1,17;N/A;6,93
3002051;Acer platanoides;34,1;1 879,05;375,5;60,34;18,0;2,89;0,7;1,37;N/A;N/A;162,7;0,69;N/A;4,95
3002052;Acer platanoides;36,7;2 125,69;443,9;71,32;19,8;3,18;0,8;1,58;N/A;N/A;187,1;0,79;N/A;5,55
3002053;Acer platanoides;31,9;1 684,50;322,7;51,85;16,5;2,65;0,6;1,21;N/A;N/A;143,2;0,60;N/A;4,47
3002055;Carpinus betulus;19,2;801,66;105,3;16,92;6,8;1,09;0,4;0,75;N/A;N/A;89,1;0,38;N/A;2,22
3002057;Carpinus betulus;17,6;725,73;87,1;13,99;6,1;0,98;0,3;0,65;N/A;N/A;76,6;0,32;N/A;1,95
3002058;Crataegus;7,1;140,35;7,0;1,13;1,4;0,23;0,0;0,07;N/A;N/A;8,2;0,03;N/A;0,33
3002059;Carpinus betulus;41,5;2 547,32;602,8;96,86;6,7;1,07;1,4;2,67;N/A;N/A;316,6;1,34;N/A;5,08
3002060;Platanus x hybrida;56,1;4 663,32;718,4;115,42;17,7;2,84;1,7;3,32;N/A;N/A;393,0;1,66;N/A;7,81
3002061;Platanus x hybrida;39,9;2 515,49;309,4;49,71;10,7;1,72;1,4;2,68;N/A;N/A;317,1;1,34;N/A;5,74
3002062;Platanus x hybrida;40,2;2 548,67;315,2;50,64;10,9;1,74;1,4;2,70;N/A;N/A;320,4;1,35;N/A;5,80
3002063;Acer platanoides;44,6;2 986,23;692,0;111,19;25,5;4,09;1,2;2,26;N/A;N/A;267,3;1,13;N/A;7,47
3002064;Acer platanoides;40,5;2 518,74;555,5;89,25;22,5;3,61;1,0;1,90;N/A;N/A;224,7;0,95;N/A;6,46
3002065;Acer platanoides;33,5;1 824,71;360,7;57,95;17,6;2,83;0,7;1,33;N/A;N/A;157,3;0,66;N/A;4,82
3002067;Betula pendula;34,8;1 806,66;386,5;62,10;20,1;3,24;1,2;2,28;N/A;N/A;269,7;1,14;N/A;6,65
3002068;Betula pendula;44,6;2 752,98;714,3;114,76;29,0;4,66;1,5;2,77;N/A;N/A;328,3;1,38;N/A;8,81
3002070;Liquidambar styraciflua;28,1;1 478,06;114,1;18,34;7,4;1,18;0,7;1,34;N/A;N/A;158,8;0,67;N/A;3,19
3002071;Betula pendula;32,2;1 594,80;319,0;51,25;18,0;2,89;1,1;2,11;N/A;N/A;249,7;1,05;N/A;6,05
3002072;Betula pendula;36,0;1 909,98;420,3;67,53;21,2;3,40;1,2;2,35;N/A;N/A;278,4;1,17;N/A;6,93
3002073;Betula pendula;40,5;2 328,65;562,5;90,38;25,2;4,04;1,4;2,59;N/A;N/A;307,3;1,30;N/A;7,93
3002074;Betula pendula;25,8;1 143,36;184,5;29,64;13,0;2,09;0,9;1,64;N/A;N/A;194,8;0,82;N/A;4,56
3002076;Betula pendula;36,4;1 945,20;431,9;69,40;21,5;3,46;1,2;2,37;N/A;N/A;281,2;1,19;N/A;7,02
3002077;Betula pendula;30,9;1 495,04;288,1;46,28;16,9;2,72;1,1;2,02;N/A;N/A;239,1;1,01;N/A;5,75
3002080;Betula pendula;30,6;1 472,60;281,2;45,18;16,7;2,68;1,1;2,00;N/A;N/A;236,6;1,00;N/A;5,68
3002081;Pinus strobus;37,9;2 386,65;214,7;34,49;9,5;1,52;1,2;2,21;N/A;N/A;261,8;1,10;N/A;4,83
3002082;Pinus strobus;32,5;1 828,94;148,7;23,89;7,6;1,22;0,9;1,66;N/A;N/A;196,7;0,83;N/A;3,71
3002084;Betula pendula;26,5;1 187,89;197,1;31,67;13,5;2,17;0,9;1,70;N/A;N/A;201,1;0,85;N/A;4,72
3002087;Prunus;49,1;2 742,55;1 220,7;196,13;0,7;0,12;1,5;2,81;N/A;N/A;332,8;1,40;N/A;4,33
3002092;Prunus;36,7;1 689,88;600,8;96,53;14,2;2,28;1,1;2,12;N/A;N/A;251,4;1,06;N/A;5,46
3002093;Prunus;27,1;1 083,88;287,1;46,13;14,5;2,33;0,7;1,29;N/A;N/A;152,6;0,64;N/A;4,26
3002094;Fagus sylvatica;57,7;5 978,77;1 461,7;234,84;22,7;3,65;4,1;7,82;N/A;N/A;926,9;3,91;N/A;15,38
3002095;Tilia cordata;26,5;1 459,53;149,4;24,00;7,5;1,20;0,6;1,08;N/A;N/A;127,5;0,54;N/A;2,81
3002097;Acer platanoides;52,3;3 985,92;995,0;159,87;31,3;5,02;1,6;2,96;N/A;N/A;350,5;1,48;N/A;9,46
3002098;Acer platanoides;34,8;1 943,67;393,3;63,19;18,5;2,97;0,8;1,43;N/A;N/A;169,2;0,71;N/A;5,11
3002099;Acer pseudoplatanus;29,7;1 470,82;281,2;45,18;11,7;1,88;1,0;1,92;N/A;N/A;227,4;0,96;N/A;4,75
3002100;Fagus sylvatica;62,2;6 901,87;1 737,9;279,23;24,0;3,86;4,4;8,35;N/A;N/A;988,9;4,17;N/A;16,38
3002101;Acer platanoides;53,2;4 113,14;1 034,5;166,21;32,0;5,14;1,6;3,04;N/A;N/A;360,2;1,52;N/A;9,69
3002102;Liriodendron tulipifera;62,5;6 338,74;1 209,0;194,24;34,1;5,48;3,5;6,61;N/A;N/A;782,6;3,30;N/A;15,39
3002103;Prunus;23,3;894,39;198,7;31,93;11,7;1,88;0,5;0,96;N/A;N/A;113,2;0,48;N/A;3,31
3002104;Prunus cerasifera;31,3;1 326,57;342,2;54,99;14,2;2,29;0,8;1,53;N/A;N/A;181,8;0,77;N/A;4,59
3002105;Tilia platyphyllos;34,8;2 141,58;284,0;45,64;10,8;1,73;1,1;2,03;N/A;N/A;240,8;1,02;N/A;4,78
3002106;Tilia platyphyllos;37,3;2 415,28;334,5;53,75;11,8;1,90;1,2;2,28;N/A;N/A;270,5;1,14;N/A;5,33
3002107;Tilia platyphyllos;51,3;4 298,82;709,3;113,95;18,2;2,92;1,8;3,45;N/A;N/A;409,3;1,73;N/A;8,11
3002108;Tilia platyphyllos;35,4;2 205,53;295,7;47,51;11,0;1,77;1,1;2,09;N/A;N/A;247,9;1,05;N/A;4,91
3002109;Tilia platyphyllos;46,5;3 585,98;562,6;90,39;15,9;2,56;1,6;3,12;N/A;N/A;370,1;1,56;N/A;7,25
3002110;Betula pendula;40,2;2 299,20;552,3;88,73;24,9;4,00;1,4;2,58;N/A;N/A;305,6;1,29;N/A;7,87
3002112;Tilia platyphyllos;5,8;110,28;4,2;0,67;1,0;0,16;0,1;0,10;N/A;N/A;11,8;0,05;N/A;0,31
3002113;Prunus cerasifera;27,4;1 100,06;247,5;39,77;12,4;1,99;0,6;1,21;N/A;N/A;143,4;0,60;N/A;3,80
3002129;Carpinus betulus;42,7;2 677,62;644,0;103,48;5,6;0,90;1,5;2,76;N/A;N/A;326,9;1,38;N/A;5,04
3002131;Carpinus betulus;34,8;1 888,05;401,5;64,51;11,1;1,78;1,1;2,09;N/A;N/A;248,0;1,05;N/A;4,92
3002134;Pinus nigra;39,5;2 363,37;252,2;40,52;7,9;1,27;0,8;1,49;N/A;N/A;176,3;0,74;N/A;3,51
3002137;Pinus nigra;28,4;1 363,69;116,9;18,79;5,1;0,82;0,4;0,78;N/A;N/A;92,7;0,39;N/A;1,99
3002138;Pinus nigra;33,8;1 809,19;175,6;28,21;6,4;1,03;0,6;1,11;N/A;N/A;131,4;0,55;N/A;2,69
3002139;Carpinus betulus;7,7;165,08;15,8;2,54;2,3;0,37;0,1;0,17;N/A;N/A;20,3;0,09;N/A;0,63
3002140;Carpinus betulus;8,0;178,19;17,0;2,73;2,4;0,38;0,1;0,18;N/A;N/A;21,5;0,09;N/A;0,66
3002141;Acer negundo;38,9;1 418,48;418,3;67,21;17,5;2,81;1,3;2,50;N/A;N/A;296,7;1,25;N/A;6,57
3002142;Acer negundo;30,6;1 026,09;241,5;38,80;12,8;2,06;0,9;1,79;N/A;N/A;211,9;0,89;N/A;4,74
3002143;Acer negundo;37,0;1 320,39;373,0;59,93;16,4;2,64;1,2;2,36;N/A;N/A;280,2;1,18;N/A;6,18
3002144;Catalpa bignonioides;50,0;2 781,39;399,9;64,25;12,9;2,08;1,5;2,87;N/A;N/A;340,1;1,43;N/A;6,38
3002145;Prunus avium;47,2;2 561,51;930,6;149,52;0,7;0,11;1,0;1,98;N/A;N/A;234,9;0,99;N/A;3,08
3002146;Catalpa bignonioides;39,5;1 870,95;234,6;37,69;9,6;1,54;1,2;2,25;N/A;N/A;266,1;1,12;N/A;4,91
3002147;Acer platanoides;51,0;3 806,00;939,5;150,95;30,3;4,86;1,5;2,84;N/A;N/A;336,3;1,42;N/A;9,12
3002148;Acer platanoides;45,3;3 070,54;717,0;115,20;26,0;4,17;1,2;2,32;N/A;N/A;274,8;1,16;N/A;7,65
3002150;Acer platanoides;45,9;3 143,86;738,9;118,71;26,4;4,24;1,2;2,37;N/A;N/A;281,3;1,19;N/A;7,81
3002151;Acer platanoides;46,2;3 180,88;749,9;120,49;26,6;4,28;1,3;2,40;N/A;N/A;284,4;1,20;N/A;7,88
3002152;Acer platanoides;45,6;3 107,08;727,9;116,95;26,2;4,21;1,2;2,35;N/A;N/A;278,0;1,17;N/A;7,73
3002154;Catalpa bignonioides;41,8;2 052,11;266,6;42,84;10,3;1,65;1,3;2,41;N/A;N/A;285,9;1,21;N/A;5,27
3002155;Acer pseudoplatanus;31,3;1 597,56;317,0;50,93;12,5;2,01;1,1;2,07;N/A;N/A;244,9;1,03;N/A;5,11
3002156;Acer platanoides;60,9;5 290,29;1 407,9;226,21;38,0;6,11;2,0;3,73;N/A;N/A;441,4;1,86;N/A;11,70
3002157;Betula pendula;51,6;3 571,94;1 025,0;164,68;35,9;5,77;1,6;2,96;N/A;N/A;351,3;1,48;N/A;10,22
3002158;Acer platanoides;52,0;3 944,00;982,1;157,78;31,0;4,99;1,5;2,93;N/A;N/A;347,2;1,46;N/A;9,38
3002159;Betula pendula;22,3;938,62;128,7;20,68;10,5;1,69;0,7;1,37;N/A;N/A;162,6;0,69;N/A;3,75
3002160;Acer platanoides;35,4;2 000,10;408,9;65,70;18,9;3,04;0,8;1,47;N/A;N/A;174,7;0,74;N/A;5,25
3002164;Acer saccharinum;27,4;993,28;220,3;35,39;11,0;1,76;0,6;1,05;N/A;N/A;124,2;0,52;N/A;3,33
3002165;Acer saccharinum;27,4;993,28;220,3;35,39;11,0;1,76;0,6;1,05;N/A;N/A;124,2;0,52;N/A;3,33
3002166;Acer saccharinum;30,9;1 161,52;283,1;45,48;12,6;2,02;0,7;1,34;N/A;N/A;158,3;0,67;N/A;4,02
3002167;Acer saccharinum;38,3;1 583,74;443,1;71,20;16,0;2,57;1,1;2,03;N/A;N/A;241,0;1,02;N/A;5,62
3002168;Carpinus betulus;46,5;3 114,76;785,3;126,17;1,4;0,23;1,6;3,02;N/A;N/A;358,2;1,51;N/A;4,76
3002169;Acer pseudoplatanus;26,8;1 258,04;222,4;35,74;10,2;1,64;0,9;1,64;N/A;N/A;194,4;0,82;N/A;4,10
3002170;Gleditsia triacanthos;49,4;3 590,76;625,0;100,42;22,8;3,67;1,3;2,39;N/A;N/A;283,3;1,20;N/A;7,26
3002171;Acer saccharinum;34,1;1 333,02;347,7;55,87;14,0;2,26;0,9;1,63;N/A;N/A;192,6;0,81;N/A;4,69
3002172;Acer campestre;41,8;2 933,20;627,5;100,83;4,4;0,70;1,6;3,06;N/A;N/A;362,3;1,53;N/A;5,29
3002174;Betula pendula;26,5;1 187,89;197,1;31,67;13,5;2,17;0,9;1,70;N/A;N/A;201,1;0,85;N/A;4,72
3002175;Betula pendula;26,5;1 187,89;197,1;31,67;13,5;2,17;0,9;1,70;N/A;N/A;201,1;0,85;N/A;4,72
3002176;Betula pendula;24,3;1 051,97;159,1;25,57;11,9;1,92;0,8;1,53;N/A;N/A;181,1;0,76;N/A;4,21
3002177;Betula pendula;22,3;938,62;128,7;20,68;10,5;1,69;0,7;1,37;N/A;N/A;162,6;0,69;N/A;3,75
3002182;Acer saccharinum;31,3;1 182,03;290,8;46,72;12,7;2,05;0,7;1,37;N/A;N/A;162,5;0,69;N/A;4,10
3002184;Acer saccharinum;39,9;1 686,90;482,7;77,55;16,8;2,70;1,2;2,20;N/A;N/A;260,3;1,10;N/A;5,99
3002185;Acer saccharinum;20,4;717,39;119,0;19,12;7,9;1,27;0,3;0,58;N/A;N/A;68,2;0,29;N/A;2,13
3002186;Acer saccharinum;26,5;953,28;205,4;33,01;10,6;1,70;0,5;0,98;N/A;N/A;116,1;0,49;N/A;3,17
3002187;Acer saccharinum;26,5;953,28;205,4;33,01;10,6;1,70;0,5;0,98;N/A;N/A;116,1;0,49;N/A;3,17
3002188;Acer saccharinum;32,5;1 245,16;314,5;50,54;13,3;2,14;0,8;1,48;N/A;N/A;175,1;0,74;N/A;4,35
3002190;Acer saccharinum;23,6;833,49;161,3;25,91;9,3;1,49;0,4;0,77;N/A;N/A;91,6;0,39;N/A;2,65
3002191;Acer saccharinum;32,9;1 266,73;322,7;51,84;13,5;2,17;0,8;1,51;N/A;N/A;179,4;0,76;N/A;4,44
3002192;Acer;33,8;2 023,13;742,8;119,34;27,1;4,36;1,3;2,48;N/A;N/A;293,3;1,24;N/A;8,07
3002197;Carpinus betulus;32,2;1 663,39;336,1;54,00;12,0;1,93;1,0;1,84;N/A;N/A;218,5;0,92;N/A;4,70
3002198;Carpinus betulus;39,9;2 379,36;550,4;88,43;8,0;1,29;1,3;2,55;N/A;N/A;302,7;1,28;N/A;5,12
3002199;Carpinus betulus;43,0;2 710,78;654,6;105,17;5,3;0,85;1,5;2,78;N/A;N/A;329,4;1,39;N/A;5,02
3002200;Carpinus betulus;40,5;2 441,57;569,7;91,53;7,5;1,21;1,4;2,60;N/A;N/A;307,9;1,30;N/A;5,11
3002201;Carpinus betulus;23,6;1 044,52;166,4;26,73;8,9;1,43;0,6;1,08;N/A;N/A;128,0;0,54;N/A;3,05
3002202;Carpinus betulus;30,3;1 510,25;292,5;47,00;12,3;1,98;0,9;1,67;N/A;N/A;197,3;0,83;N/A;4,48
3002203;Carpinus betulus;44,3;2 857,14;701,5;112,71;4,0;0,64;1,5;2,87;N/A;N/A;340,3;1,44;N/A;4,94
3002204;Acer platanoides;34,4;1 906,58;383,1;61,55;18,2;2,93;0,7;1,40;N/A;N/A;165,5;0,70;N/A;5,02
3002205;Acer platanoides;24,6;1 131,89;178,9;28,75;11,8;1,90;0,4;0,73;N/A;N/A;86,4;0,36;N/A;3,00
3002218;Picea omorika;9,6;288,46;46,2;7,42;5,5;0,89;0,1;0,12;N/A;N/A;14,3;0,06;N/A;1,07
3002219;Picea omorika;10,9;454,29;60,4;9,70;6,4;1,04;0,1;0,15;N/A;N/A;18,2;0,08;N/A;1,27
3002220;Gleditsia triacanthos;28,1;1 379,02;157,5;25,30;9,9;1,60;0,6;1,05;N/A;N/A;124,5;0,53;N/A;3,17
3002221;Gleditsia triacanthos;39,5;2 411,56;360,4;57,90;16,4;2,63;1,0;1,86;N/A;N/A;220,0;0,93;N/A;5,42
3002222;Gleditsia triacanthos;25,5;1 192,30;124,7;20,04;8,6;1,39;0,5;0,87;N/A;N/A;103,5;0,44;N/A;2,70
3002223;Gleditsia triacanthos;35,7;2 028,68;281,4;45,21;14,1;2,27;0,8;1,60;N/A;N/A;189,1;0,80;N/A;4,66
3002224;Gleditsia triacanthos;35,1;1 971,77;270,0;43,38;13,8;2,21;0,8;1,55;N/A;N/A;184,0;0,78;N/A;4,54
3002226;Gleditsia triacanthos;35,1;1 971,77;270,0;43,38;13,8;2,21;0,8;1,55;N/A;N/A;184,0;0,78;N/A;4,54
3002227;Gleditsia triacanthos;35,1;1 971,77;270,0;43,38;13,8;2,21;0,8;1,55;N/A;N/A;184,0;0,78;N/A;4,54
3002228;Gleditsia triacanthos;11,2;489,14;18,4;2,96;2,8;0,45;0,1;0,18;N/A;N/A;21,6;0,09;N/A;0,72
3002229;Gleditsia triacanthos;25,5;1 192,30;124,7;20,04;8,6;1,39;0,5;0,87;N/A;N/A;103,5;0,44;N/A;2,70
3002230;Gleditsia triacanthos;25,5;1 192,30;124,7;20,04;8,6;1,39;0,5;0,87;N/A;N/A;103,5;0,44;N/A;2,70
3002235;Betula pendula;33,8;1 723,23;359,6;57,77;19,3;3,10;1,2;2,21;N/A;N/A;262,2;1,11;N/A;6,42
3002237;Gleditsia triacanthos;33,8;1 851,76;246,3;39,57;13,0;2,09;0,8;1,46;N/A;N/A;173,0;0,73;N/A;4,28
3002238;Gleditsia triacanthos;25,5;1 192,30;124,7;20,04;8,6;1,39;0,5;0,87;N/A;N/A;103,5;0,44;N/A;2,70
3002239;Gleditsia triacanthos;34,1;1 879,05;251,7;40,43;13,2;2,12;0,8;1,48;N/A;N/A;175,5;0,74;N/A;4,34
3002240;Gleditsia triacanthos;34,1;1 879,05;251,7;40,43;13,2;2,12;0,8;1,48;N/A;N/A;175,5;0,74;N/A;4,34
3002241;Gleditsia triacanthos;20,4;878,66;73,3;11,78;6,3;1,01;0,3;0,56;N/A;N/A;66,8;0,28;N/A;1,86
3002242;Gleditsia triacanthos;25,5;1 192,30;124,7;20,04;8,6;1,39;0,5;0,87;N/A;N/A;103,5;0,44;N/A;2,70
3002243;Betula pendula;26,8;1 207,33;202,6;32,56;13,8;2,21;0,9;1,72;N/A;N/A;203,7;0,86;N/A;4,79
3002244;Gleditsia triacanthos;39,2;2 379,92;353,7;56,83;16,2;2,60;1,0;1,84;N/A;N/A;217,6;0,92;N/A;5,36
3002245;Betula pendula;41,5;2 428,37;597,6;96,01;26,1;4,19;1,4;2,64;N/A;N/A;312,9;1,32;N/A;8,15
3002246;Gleditsia triacanthos;42,1;2 695,82;421,4;67,71;18,0;2,89;1,1;2,02;N/A;N/A;239,5;1,01;N/A;5,92
3002247;Gleditsia triacanthos;28,7;1 424,68;165,7;26,62;10,2;1,65;0,6;1,09;N/A;N/A;129,5;0,55;N/A;3,29
3002248;Gleditsia triacanthos;40,5;2 518,74;383,2;61,56;17,0;2,73;1,0;1,92;N/A;N/A;227,7;0,96;N/A;5,61
3002249;Juglans regia;76,5;6 711,14;1 607,0;258,19;36,8;5,91;3,4;6,38;N/A;N/A;755,5;3,19;N/A;15,48
3002250;Gleditsia triacanthos;49,4;3 590,76;625,0;100,42;22,8;3,67;1,3;2,39;N/A;N/A;283,3;1,20;N/A;7,26
3002253;Gleditsia triacanthos;39,9;2 454,11;369,4;59,35;16,6;2,67;1,0;1,88;N/A;N/A;223,1;0,94;N/A;5,49
3002254;Gleditsia triacanthos;33,8;1 851,76;246,3;39,57;13,0;2,09;0,8;1,46;N/A;N/A;173,0;0,73;N/A;4,28
3002259;Gleditsia triacanthos;38,9;2 348,53;347,1;55,77;16,0;2,57;1,0;1,82;N/A;N/A;215,3;0,91;N/A;5,30
3002260;Gleditsia triacanthos;38,3;2 286,47;334,2;53,69;15,6;2,51;0,9;1,78;N/A;N/A;210,5;0,89;N/A;5,18
3002261;Tilia platyphyllos;48,8;3 918,81;630,4;101,29;17,0;2,73;1,7;3,29;N/A;N/A;390,3;1,65;N/A;7,67
3002262;Tilia platyphyllos;25,5;1 290,02;136,4;21,92;7,1;1,14;0,6;1,14;N/A;N/A;135,6;0,57;N/A;2,86
3002263;Tilia platyphyllos;21,7;1 017,67;93,3;14,98;5,7;0,92;0,4;0,84;N/A;N/A;99,3;0,42;N/A;2,18
3002264;Tilia platyphyllos;25,5;1 290,02;136,4;21,92;7,1;1,14;0,6;1,14;N/A;N/A;135,6;0,57;N/A;2,86
3002265;Tilia;17,6;772,99;135,5;21,77;10,3;1,65;0,3;0,60;N/A;N/A;71,7;0,30;N/A;2,56
3002266;Tilia platyphyllos;14,4;617,50;35,5;5,70;3,3;0,53;0,2;0,39;N/A;N/A;46,3;0,20;N/A;1,12
3002267;Tilia platyphyllos;17,2;751,86;53,9;8,66;4,2;0,67;0,3;0,54;N/A;N/A;63,9;0,27;N/A;1,48
3002268;Tilia platyphyllos;26,5;1 368,98;149,4;24,00;7,5;1,20;0,6;1,23;N/A;N/A;146,0;0,62;N/A;3,05
3002269;Tilia platyphyllos;28,1;1 501,64;171,5;27,56;8,1;1,30;0,7;1,38;N/A;N/A;163,1;0,69;N/A;3,36
3002270;Aesculus hippocastanum;25,5;1 135,92;180,7;29,03;9,5;1,52;1,0;1,84;N/A;N/A;217,8;0,92;N/A;4,28
3002272;Carpinus betulus;33,2;1 747,73;360,4;57,91;11,7;1,88;1,0;1,94;N/A;N/A;229,8;0,97;N/A;4,79
3002273;Carpinus betulus;23,9;1 062,90;171,2;27,50;9,0;1,45;0,6;1,10;N/A;N/A;130,9;0,55;N/A;3,11
3002274;Carpinus betulus;34,4;1 852,35;391,0;62,82;11,2;1,81;1,1;2,05;N/A;N/A;243,4;1,03;N/A;4,89
3002275;Carpinus betulus;31,9;1 638,59;329,0;52,85;12,1;1,95;1,0;1,82;N/A;N/A;215,2;0,91;N/A;4,67
