Tree ID;Species Name;DBH (cm);Replacement Value (€);Carbon Storage (kg);Carbon Storage (€);Gross Carbon Sequestration (kg/yr);Gross Carbon Sequestration (€/yr);Avoided Runoff (m^3/yr);Avoided Runoff (€/yr);Carbon Avoided (kg/yr);Carbon Avoided (€/yr);Pollution Removal (g/yr);Pollution Removal (€/yr);Energy Savings (€/yr);Total Annual Benefits (€/yr)
3002276;Acer saccharinum;43,4;1 927,29;575,3;92,42;18,5;2,97;1,3;2,56;N/A;N/A;303,5;1,28;N/A;6,81
3002277;Tilia platyphyllos;12,8;551,42;26,9;4,32;2,8;0,45;0,2;0,32;N/A;N/A;37,7;0,16;N/A;0,93
3002278;Acer platanoides;39,9;2 454,11;536,9;86,27;22,0;3,54;1,0;1,85;N/A;N/A;218,6;0,92;N/A;6,31
3002280;Acer saccharinum;47,2;2 211,16;685,4;110,12;20,3;3,27;1,5;2,90;N/A;N/A;343,3;1,45;N/A;7,61
3002281;Carpinus betulus;50,4;3 602,12;947,6;152,26;0,5;0,09;1,7;3,27;N/A;N/A;387,7;1,64;N/A;4,99
3002283;Carpinus betulus;40,8;2 473,02;579,5;93,11;7,3;1,17;1,4;2,62;N/A;N/A;310,5;1,31;N/A;5,10
3002285;Carpinus betulus;27,1;1 273,37;227,1;36,48;10,6;1,71;0,7;1,38;N/A;N/A;163,0;0,69;N/A;3,77
3002286;Carpinus betulus;30,6;1 533,81;299,2;48,07;12,4;1,99;0,9;1,69;N/A;N/A;200,7;0,85;N/A;4,53
3002287;Carpinus betulus;39,9;2 379,36;550,4;88,43;8,0;1,29;1,3;2,55;N/A;N/A;302,7;1,28;N/A;5,12
3002288;Carpinus betulus;42,1;2 612,01;623,2;100,13;6,2;0,99;1,4;2,72;N/A;N/A;321,8;1,36;N/A;5,06
3002289;Carpinus betulus;27,1;1 273,37;227,1;36,48;10,6;1,71;0,7;1,38;N/A;N/A;163,0;0,69;N/A;3,77
3002300;Betula pendula;22,7;960,51;134,5;21,61;10,8;1,74;0,7;1,40;N/A;N/A;166,3;0,70;N/A;3,84
3002301;Betula pendula;21,4;890,79;116,3;18,68;9,9;1,59;0,7;1,30;N/A;N/A;154,2;0,65;N/A;3,55
3002302;Betula pendula;20,1;825,18;99,6;16,01;9,1;1,46;0,6;1,20;N/A;N/A;142,1;0,60;N/A;3,26
3002303;Betula pendula;27,8;1 273,73;221,8;35,64;14,5;2,33;0,9;1,79;N/A;N/A;212,6;0,90;N/A;5,02
3002304;Betula pendula;26,2;1 168,66;191,6;30,79;13,3;2,14;0,9;1,67;N/A;N/A;198,4;0,84;N/A;4,65
3002305;Betula pendula;43,0;2 582,52;652,5;104,83;27,5;4,41;1,4;2,71;N/A;N/A;320,8;1,35;N/A;8,47
3002306;Betula pendula;29,0;1 356,63;246,2;39,56;15,4;2,48;1,0;1,88;N/A;N/A;223,1;0,94;N/A;5,30
3002307;Betula pendula;31,9;1 571,41;311,7;50,07;17,7;2,85;1,1;2,09;N/A;N/A;247,3;1,04;N/A;5,98
3002308;Betula pendula;35,1;1 832,16;394,8;63,43;20,4;3,28;1,2;2,29;N/A;N/A;271,9;1,15;N/A;6,72
3002316;Betula pendula;28,7;1 335,58;240,0;38,56;15,2;2,44;1,0;1,86;N/A;N/A;220,5;0,93;N/A;5,23
3002317;Betula pendula;23,6;1 011,19;148,0;23,79;11,4;1,84;0,8;1,47;N/A;N/A;174,7;0,74;N/A;4,05
3002318;Betula pendula;33,2;1 674,34;344,0;55,27;18,8;3,02;1,1;2,17;N/A;N/A;257,6;1,09;N/A;6,28
3002319;Betula pendula;34,4;1 772,99;375,6;60,34;19,8;3,18;1,2;2,25;N/A;N/A;266,7;1,13;N/A;6,56
3002320;Betula pendula;23,3;994,08;143,4;23,05;11,2;1,80;0,8;1,45;N/A;N/A;171,9;0,72;N/A;3,98
3002321;Betula pendula;23,3;994,08;143,4;23,05;11,2;1,80;0,8;1,45;N/A;N/A;171,9;0,72;N/A;3,98
3002322;Betula pendula;19,2;782,16;89,0;14,30;8,5;1,36;0,6;1,13;N/A;N/A;133,7;0,56;N/A;3,06
3002323;Betula pendula;25,8;1 143,36;184,5;29,64;13,0;2,09;0,9;1,64;N/A;N/A;194,8;0,82;N/A;4,56
3002324;Betula pendula;40,8;2 358,31;572,9;92,05;25,4;4,09;1,4;2,61;N/A;N/A;309,0;1,30;N/A;8,00
3002328;Carpinus betulus;34,8;1 888,05;401,5;64,51;11,1;1,78;1,1;2,09;N/A;N/A;248,0;1,05;N/A;4,92
3002329;Carpinus betulus;27,4;1 294,45;232,8;37,40;10,8;1,73;0,7;1,40;N/A;N/A;166,1;0,70;N/A;3,84
3002330;Carpinus betulus;29,7;1 463,82;279,5;44,91;12,0;1,93;0,8;1,61;N/A;N/A;190,8;0,80;N/A;4,34
3002331;Carpinus betulus;35,1;1 915,09;409,5;65,80;10,9;1,76;1,1;2,12;N/A;N/A;251,4;1,06;N/A;4,94
3002333;Carpinus betulus;38,6;2 247,75;509,8;81,91;8,9;1,44;1,3;2,46;N/A;N/A;291,1;1,23;N/A;5,12
3002342;Carpinus betulus;44,6;2 891,53;712,6;114,49;3,6;0,58;1,5;2,89;N/A;N/A;342,8;1,45;N/A;4,92
3002343;Carpinus betulus;38,6;2 247,75;509,8;81,91;8,9;1,44;1,3;2,46;N/A;N/A;291,1;1,23;N/A;5,12
3002344;Carpinus betulus;44,3;2 857,14;701,5;112,71;4,0;0,64;1,5;2,87;N/A;N/A;340,3;1,44;N/A;4,94
3002345;Carpinus betulus;30,9;1 557,60;305,9;49,15;12,4;1,98;0,9;1,72;N/A;N/A;204,0;0,86;N/A;4,57
3002346;Carpinus betulus;23,3;1 026,38;161,7;25,98;8,7;1,40;0,6;1,06;N/A;N/A;125,1;0,53;N/A;2,99
3002347;Carpinus betulus;26,5;1 231,89;215,9;34,68;10,3;1,66;0,7;1,32;N/A;N/A;156,8;0,66;N/A;3,64
3002348;Carpinus betulus;32,9;1 722,16;353,0;56,72;11,8;1,90;1,0;1,91;N/A;N/A;226,4;0,96;N/A;4,76
3002352;Tilia platyphyllos;39,9;2 720,07;392,1;63,00;13,0;2,08;1,3;2,54;N/A;N/A;300,8;1,27;N/A;5,89
3002353;Larix decidua;35,1;2 064,10;246,8;39,65;8,9;1,42;1,1;2,05;N/A;N/A;242,8;1,02;N/A;4,50
3002354;Picea abies;53,2;4 212,26;843,0;135,44;12,5;2,00;2,4;4,55;N/A;N/A;538,9;2,27;N/A;8,82
3002355;Pinus strobus;39,2;2 533,70;232,6;37,37;9,9;1,59;1,2;2,33;N/A;N/A;276,6;1,17;N/A;5,09
3002356;Pinus strobus;31,3;1 716,62;135,9;21,83;7,2;1,16;0,8;1,54;N/A;N/A;182,0;0,77;N/A;3,46
3002357;Betula pendula;56,4;4 202,40;1 277,7;205,28;40,9;6,58;1,6;3,07;N/A;N/A;363,6;1,53;N/A;11,18
3002358;Tilia platyphyllos;41,5;2 917,84;430,2;69,12;13,7;2,20;1,4;2,69;N/A;N/A;318,8;1,34;N/A;6,23
3002359;Picea abies;21,7;940,63;118,4;19,02;4,2;0,68;0,4;0,74;N/A;N/A;87,8;0,37;N/A;1,79
3002360;Picea abies;39,9;2 495,25;450,5;72,38;8,8;1,42;1,4;2,67;N/A;N/A;316,8;1,34;N/A;5,43
3002362;Prunus;24,9;970,69;233,6;37,53;12,9;2,07;0,6;1,09;N/A;N/A;129,4;0,55;N/A;3,71
3010001;Acer saccharinum;14,4;545,23;57,5;9,24;5,4;0,86;0,2;0,29;N/A;N/A;34,2;0,14;N/A;1,29
3010002;Acer saccharinum;13,4;522,31;49,5;7,95;4,9;0,79;0,1;0,25;N/A;N/A;29,8;0,13;N/A;1,17
3010003;Acer saccharinum;36,7;1 484,80;405,4;65,13;15,3;2,45;1,0;1,87;N/A;N/A;222,1;0,94;N/A;5,26
3010004;Acer saccharinum;28,4;1 039,29;237,4;38,14;11,4;1,83;0,6;1,13;N/A;N/A;133,6;0,56;N/A;3,53
3010005;Larix decidua;22,7;1 027,04;88,7;14,24;4,9;0,79;0,5;0,97;N/A;N/A;114,9;0,48;N/A;2,25
3010006;Platanus x hybrida;36,7;2 176,96;251,7;40,43;9,5;1,53;1,2;2,36;N/A;N/A;279,6;1,18;N/A;5,07
3010007;Platanus x hybrida;37,6;2 269,31;267,2;42,93;9,8;1,58;1,3;2,45;N/A;N/A;290,6;1,23;N/A;5,26
3010008;Platanus x hybrida;54,5;4 418,93;668,8;107,46;16,9;2,72;1,7;3,30;N/A;N/A;391,6;1,65;N/A;7,68
3010009;Platanus x hybrida;31,6;1 695,89;173,9;27,95;7,6;1,22;0,9;1,80;N/A;N/A;213,8;0,90;N/A;3,93
3010010;Platanus x hybrida;36,0;2 106,68;240,0;38,56;9,2;1,48;1,2;2,29;N/A;N/A;270,9;1,14;N/A;4,91
3010011;Platanus x hybrida;41,5;2 695,36;341,0;54,79;11,4;1,83;1,5;2,82;N/A;N/A;333,9;1,41;N/A;6,05
3010012;Platanus x hybrida;23,9;1 105,69;87,5;14,06;5,1;0,81;0,5;1,01;N/A;N/A;119,2;0,50;N/A;2,32
3010013;Platanus x hybrida;42,7;2 834,90;365,9;58,79;11,9;1,90;1,5;2,91;N/A;N/A;345,3;1,46;N/A;6,28
3010014;Platanus x hybrida;29,3;1 502,44;144,4;23,20;6,8;1,10;0,8;1,55;N/A;N/A;183,9;0,78;N/A;3,42
3010015;Platanus x hybrida;32,2;1 748,76;182,2;29,27;7,8;1,26;1,0;1,87;N/A;N/A;221,6;0,93;N/A;4,06
3010016;Platanus x hybrida;27,4;1 353,66;122,4;19,67;6,2;0,99;0,7;1,35;N/A;N/A;160,0;0,67;N/A;3,02
3010017;Platanus x hybrida;39,5;2 471,62;301,8;48,49;10,6;1,70;1,4;2,64;N/A;N/A;312,7;1,32;N/A;5,66
3010018;Platanus x hybrida;50,7;3 866,83;559,4;89,88;15,2;2,45;1,7;3,30;N/A;N/A;391,0;1,65;N/A;7,40
3010019;Platanus x hybrida;30,0;1 559,77;153,0;24,59;7,1;1,13;0,9;1,63;N/A;N/A;192,9;0,81;N/A;3,58
3010020;Platanus x hybrida;45,3;3 150,89;423,5;68,04;12,9;2,08;1,6;3,09;N/A;N/A;366,3;1,55;N/A;6,71
3010021;Platanus x hybrida;40,2;2 548,67;315,2;50,64;10,9;1,74;1,4;2,70;N/A;N/A;320,4;1,35;N/A;5,80
3010022;Platanus x hybrida;37,3;2 238,28;262,0;42,09;9,7;1,56;1,3;2,42;N/A;N/A;287,0;1,21;N/A;5,20
3010023;Platanus x hybrida;22,7;1 028,46;77,1;12,39;4,7;0,75;0,5;0,90;N/A;N/A;106,5;0,45;N/A;2,10
3010024;Platanus x hybrida;37,3;2 238,28;262,0;42,09;9,7;1,56;1,3;2,42;N/A;N/A;287,0;1,21;N/A;5,20
3010025;Platanus x hybrida;25,5;1 214,85;102,6;16,48;5,6;0,89;0,6;1,16;N/A;N/A;137,2;0,58;N/A;2,63
3010026;Platanus x hybrida;40,8;2 615,79;327,0;52,53;11,1;1,78;1,4;2,76;N/A;N/A;326,8;1,38;N/A;5,92
3010027;Platanus x hybrida;37,3;2 238,28;262,0;42,09;9,7;1,56;1,3;2,42;N/A;N/A;287,0;1,21;N/A;5,20
3010028;Platanus x hybrida;27,8;1 384,16;126,9;20,38;6,3;1,01;0,7;1,39;N/A;N/A;164,9;0,70;N/A;3,10
3010029;Platanus x hybrida;43,4;2 918,14;380,9;61,20;12,1;1,95;1,6;2,97;N/A;N/A;351,5;1,48;N/A;6,40
3010030;Platanus x hybrida;20,8;914,32;62,3;10,01;4,1;0,66;0,4;0,74;N/A;N/A;87,8;0,37;N/A;1,78
3010031;Platanus x hybrida;40,5;2 582,11;321,1;51,58;11,0;1,76;1,4;2,73;N/A;N/A;323,6;1,36;N/A;5,86
3010032;Platanus x hybrida;34,8;1 989,34;220,7;35,46;8,8;1,41;1,1;2,16;N/A;N/A;255,5;1,08;N/A;4,65
3010033;Platanus x hybrida;25,8;1 236,11;105,6;16,96;5,7;0,91;0,6;1,19;N/A;N/A;140,7;0,59;N/A;2,69
3010034;Platanus x hybrida;26,8;1 308,75;115,9;18,62;6,0;0,96;0,7;1,29;N/A;N/A;152,6;0,64;N/A;2,89
3010035;Platanus x hybrida;34,4;1 951,11;214,5;34,46;8,6;1,39;1,1;2,11;N/A;N/A;250,4;1,06;N/A;4,56
3010036;Platanus x hybrida;5,8;100,30;2,9;0,46;0,7;0,11;0,0;0,07;N/A;N/A;8,3;0,03;N/A;0,22
3010037;Platanus x hybrida;47,2;3 393,61;468,8;75,32;13,7;2,21;1,7;3,19;N/A;N/A;378,1;1,60;N/A;6,99
3010038;Carpinus betulus;23,6;1 044,52;166,4;26,73;8,9;1,43;0,6;1,08;N/A;N/A;128,0;0,54;N/A;3,05
3010039;Platanus x hybrida;47,5;3 432,85;476,2;76,50;13,9;2,23;1,7;3,20;N/A;N/A;379,7;1,60;N/A;7,03
3010040;Platanus x hybrida;48,1;3 512,06;491,2;78,92;14,1;2,27;1,7;3,23;N/A;N/A;382,5;1,61;N/A;7,11
3010041;Platanus x hybrida;41,8;2 729,87;347,1;55,77;11,5;1,85;1,5;2,84;N/A;N/A;336,8;1,42;N/A;6,11
3010042;Platanus x hybrida;53,6;4 284,57;641,9;103,13;16,5;2,65;1,7;3,31;N/A;N/A;392,7;1,66;N/A;7,63
3010043;Prunus cerasifera;19,2;721,98;104,1;16,73;7,5;1,20;0,3;0,59;N/A;N/A;69,4;0,29;N/A;2,08
3010050;Platanus x hybrida;43,0;2 870,41;372,3;59,82;12,0;1,92;1,5;2,94;N/A;N/A;348,0;1,47;N/A;6,33
3010051;Platanus x hybrida;48,1;3 512,06;491,2;78,92;14,1;2,27;1,7;3,23;N/A;N/A;382,5;1,61;N/A;7,11
3010052;Platanus x hybrida;40,2;2 548,67;315,2;50,64;10,9;1,74;1,4;2,70;N/A;N/A;320,4;1,35;N/A;5,80
3010053;Platanus x hybrida;59,0;5 124,31;813,5;130,71;19,0;3,05;1,9;3,61;N/A;N/A;427,5;1,80;N/A;8,46
3010054;Acer pseudoplatanus;29,0;1 417,46;266,3;42,79;11,3;1,82;1,0;1,85;N/A;N/A;219,5;0,93;N/A;4,60
3010055;Acer platanoides;37,6;2 215,28;469,0;75,36;20,4;3,28;0,9;1,65;N/A;N/A;195,8;0,83;N/A;5,76
3010056;Acer platanoides;28,4;1 401,73;247,8;39,82;14,2;2,29;0,5;0,96;N/A;N/A;114,3;0,48;N/A;3,73
3010057;Acer platanoides;43,4;2 844,74;650,3;104,49;24,6;3,95;1,1;2,15;N/A;N/A;254,7;1,07;N/A;7,17
3010058;Acer platanoides;30,0;1 526,93;280,7;45,09;15,3;2,45;0,6;1,07;N/A;N/A;127,1;0,54;N/A;4,06
3010059;Platanus x hybrida;33,5;1 866,72;200,9;32,28;8,3;1,33;1,1;2,01;N/A;N/A;238,7;1,01;N/A;4,36
3010060;Acer platanoides;32,9;1 771,33;346,1;55,61;17,2;2,76;0,7;1,28;N/A;N/A;151,9;0,64;N/A;4,68
3010061;Acer platanoides;28,7;1 424,68;253,8;40,78;14,4;2,32;0,5;0,98;N/A;N/A;116,7;0,49;N/A;3,79
3010062;Acer saccharinum;35,1;1 390,08;369,4;59,34;14,5;2,33;0,9;1,72;N/A;N/A;203,8;0,86;N/A;4,91
3010063;Acer saccharinum;42,1;1 835,65;539,9;86,74;17,8;2,87;1,3;2,43;N/A;N/A;287,4;1,21;N/A;6,50
3010064;Acer saccharinum;27,8;1 011,48;227,0;36,48;11,1;1,79;0,6;1,08;N/A;N/A;128,0;0,54;N/A;3,41
3010065;Acer saccharinum;34,4;1 349,96;354,2;56,90;14,2;2,28;0,9;1,65;N/A;N/A;195,9;0,83;N/A;4,76
3010066;Acer saccharinum;33,8;1 316,22;341,4;54,85;13,9;2,23;0,8;1,60;N/A;N/A;189,3;0,80;N/A;4,63
3010067;Acer saccharinum;30,0;1 116,33;266,1;42,76;12,1;1,95;0,7;1,26;N/A;N/A;149,3;0,63;N/A;3,84
3010068;Acer saccharinum;28,1;1 025,31;232,2;37,30;11,3;1,81;0,6;1,10;N/A;N/A;130,8;0,55;N/A;3,47
3010069;Acer saccharinum;31,9;1 213,30;302,5;48,61;13,0;2,09;0,7;1,42;N/A;N/A;168,8;0,71;N/A;4,23
3010070;Acer saccharinum;30,3;1 131,24;271,7;43,66;12,3;1,97;0,7;1,29;N/A;N/A;152,3;0,64;N/A;3,90
3010071;Acer saccharinum;24,9;885,47;180,4;28,98;9,8;1,58;0,5;0,86;N/A;N/A;102,3;0,43;N/A;2,88
3010072;Acer saccharinum;33,8;1 316,22;341,4;54,85;13,9;2,23;0,8;1,60;N/A;N/A;189,3;0,80;N/A;4,63
3010073;Acer saccharinum;29,7;1 101,56;260,6;41,87;12,0;1,93;0,6;1,23;N/A;N/A;146,3;0,62;N/A;3,78
3010074;Acer saccharinum;47,8;2 258,15;703,7;113,07;20,6;3,31;1,6;2,95;N/A;N/A;349,7;1,48;N/A;7,74
3010075;Acer saccharinum;37,6;1 539,93;426,4;68,51;15,7;2,52;1,0;1,96;N/A;N/A;232,7;0,98;N/A;5,47
3010077;Acer saccharinum;28,1;1 025,31;232,2;37,30;11,3;1,81;0,6;1,10;N/A;N/A;130,8;0,55;N/A;3,47
3010078;Acer saccharinum;30,3;1 131,24;271,7;43,66;12,3;1,97;0,7;1,29;N/A;N/A;152,3;0,64;N/A;3,90
3010079;Acer saccharinum;38,3;1 583,74;443,1;71,20;16,0;2,57;1,1;2,03;N/A;N/A;241,0;1,02;N/A;5,62
3010080;Acer saccharinum;33,5;1 299,58;335,1;53,84;13,8;2,21;0,8;1,57;N/A;N/A;186,0;0,78;N/A;4,56
3010081;Acer saccharinum;30,3;1 131,24;271,7;43,66;12,3;1,97;0,7;1,29;N/A;N/A;152,3;0,64;N/A;3,90
3010082;Acer saccharinum;39,2;1 641,25;465,1;74,73;16,4;2,64;1,1;2,12;N/A;N/A;251,8;1,06;N/A;5,83
3010083;Acer saccharinum;38,9;1 621,93;457,7;73,55;16,3;2,62;1,1;2,09;N/A;N/A;248,2;1,05;N/A;5,76
3010085;Acer saccharinum;37,6;1 539,93;426,4;68,51;15,7;2,52;1,0;1,96;N/A;N/A;232,7;0,98;N/A;5,47
3010086;Acer saccharinum;22,3;784,29;143,3;23,02;8,7;1,40;0,4;0,69;N/A;N/A;81,7;0,34;N/A;2,43
3010087;Acer saccharinum;39,2;1 641,25;465,1;74,73;16,4;2,64;1,1;2,12;N/A;N/A;251,8;1,06;N/A;5,83
3010088;Acer saccharinum;34,4;1 349,96;354,2;56,90;14,2;2,28;0,9;1,65;N/A;N/A;195,9;0,83;N/A;4,76
3010089;Acer saccharinum;31,9;1 213,30;302,5;48,61;13,0;2,09;0,7;1,42;N/A;N/A;168,8;0,71;N/A;4,23
3010090;Acer saccharinum;32,5;1 245,16;314,5;50,54;13,3;2,14;0,8;1,48;N/A;N/A;175,1;0,74;N/A;4,35
3010091;Acer saccharinum;24,9;885,47;180,4;28,98;9,8;1,58;0,5;0,86;N/A;N/A;102,3;0,43;N/A;2,88
3010092;Acer saccharinum;30,9;1 161,52;283,1;45,48;12,6;2,02;0,7;1,34;N/A;N/A;158,3;0,67;N/A;4,02
3010093;Acer saccharinum;30,0;1 116,33;266,1;42,76;12,1;1,95;0,7;1,26;N/A;N/A;149,3;0,63;N/A;3,84
3010094;Acer saccharinum;17,2;618,19;83,3;13,39;6,5;1,05;0,2;0,41;N/A;N/A;48,4;0,20;N/A;1,66
3010096;Prunus domestica;20,1;756,98;138,7;22,28;9,5;1,53;0,3;0,59;N/A;N/A;70,1;0,30;N/A;2,41
3010097;Prunus avium;34,1;1 507,75;421,6;67,74;13,3;2,13;0,6;1,21;N/A;N/A;143,8;0,61;N/A;3,96
3010098;Juglans regia;33,2;1 571,38;209,6;33,68;11,3;1,82;1,1;2,09;N/A;N/A;247,5;1,04;N/A;4,95
3010099;Prunus avium;26,8;1 067,88;234,5;37,68;12,0;1,93;0,4;0,79;N/A;N/A;93,7;0,40;N/A;3,11
3010100;Juglans regia;44,6;2 558,61;431,8;69,37;17,3;2,78;1,5;2,81;N/A;N/A;333,2;1,41;N/A;7,00
3010101;Juglans regia;29,0;1 280,59;150,6;24,19;9,3;1,50;0,9;1,69;N/A;N/A;200,0;0,84;N/A;4,03
3010102;Malus;25,8;1 184,68;193,9;31,15;10,4;1,66;0,3;0,50;N/A;N/A;59,3;0,25;N/A;2,42
3010103;Juglans regia;33,5;1 593,65;214,3;34,43;11,5;1,85;1,1;2,12;N/A;N/A;250,7;1,06;N/A;5,02
3010104;Prunus cerasifera;10,6;468,41;24,5;3,94;3,2;0,52;0,1;0,17;N/A;N/A;20,3;0,09;N/A;0,78
3010105;Prunus domestica;28,7;1 172,22;330,1;53,04;15,7;2,53;0,6;1,21;N/A;N/A;143,2;0,60;N/A;4,34
3010111;Prunus domestica;21,4;810,36;161,5;25,96;10,4;1,67;0,4;0,68;N/A;N/A;80,0;0,34;N/A;2,68
3010112;Prunus cerasifera;25,5;1 000,61;207,8;33,38;11,2;1,79;0,6;1,05;N/A;N/A;124,9;0,53;N/A;3,38
3010114;Prunus cerasifera;23,3;894,39;166,8;26,80;9,8;1,58;0,5;0,88;N/A;N/A;104,2;0,44;N/A;2,90
3010115;Prunus cerasifera;24,3;941,48;184,8;29,68;10,4;1,68;0,5;0,96;N/A;N/A;113,5;0,48;N/A;3,11
3010116;Prunus cerasifera;29,3;1 206,65;291,4;46,82;13,6;2,19;0,7;1,37;N/A;N/A;162,2;0,68;N/A;4,24
3010117;Prunus avium;41,5;2 061,27;680,2;109,29;7,9;1,27;0,9;1,66;N/A;N/A;197,0;0,83;N/A;3,77
3010119;Prunus cerasifera;34,8;1 555,47;443,0;71,18;13,0;2,08;1,0;1,81;N/A;N/A;214,8;0,91;N/A;4,80
3010120;Prunus cerasifera;38,9;1 854,44;581,1;93,36;10,3;1,66;1,1;2,10;N/A;N/A;249,3;1,05;N/A;4,81
3010121;Picea abies;37,3;2 216,92;388,8;62,47;8,2;1,31;1,2;2,35;N/A;N/A;278,3;1,17;N/A;4,83
3010122;Prunus domestica;11,2;481,35;33,4;5,36;4,2;0,67;0,1;0,17;N/A;N/A;20,7;0,09;N/A;0,93
3010124;Aesculus hippocastanum;38,3;2 145,92;487,5;78,33;17,1;2,75;1,6;3,03;N/A;N/A;359,2;1,52;N/A;7,30
3010125;Betula pendula;35,4;1 857,88;403,2;64,78;20,7;3,32;1,2;2,31;N/A;N/A;274,1;1,16;N/A;6,79
3010126;Quercus robur;58,0;5 769,30;1 045,9;168,05;26,2;4,20;2,0;3,84;N/A;N/A;454,8;1,92;N/A;9,96
3010127;Quercus robur;92,1;13 471,98;2 634,0;423,20;40,9;6,57;2,5;4,81;N/A;N/A;570,1;2,40;N/A;13,79
3010128;Quercus robur;44,0;3 443,91;602,9;96,86;19,9;3,19;1,4;2,65;N/A;N/A;314,2;1,33;N/A;7,17
3010131;Quercus robur;66,3;7 449,32;1 366,0;219,48;29,9;4,80;2,3;4,41;N/A;N/A;522,3;2,20;N/A;11,41
3010132;Prunus avium;25,5;1 000,61;207,8;33,38;11,2;1,79;0,4;0,72;N/A;N/A;85,5;0,36;N/A;2,88
3010133;Quercus robur;85,1;11 778,82;2 249,1;361,36;38,3;6,15;2,6;4,91;N/A;N/A;582,2;2,46;N/A;13,52
3010134;Quercus robur;61,8;6 510,62;1 187,2;190,74;27,9;4,48;2,2;4,12;N/A;N/A;487,8;2,06;N/A;10,65
3010135;Picea abies;42,1;2 745,41;506,3;81,35;9,4;1,52;1,5;2,95;N/A;N/A;349,2;1,47;N/A;5,94
3010136;Quercus robur;51,0;4 526,81;809,2;130,01;23,0;3,70;1,7;3,27;N/A;N/A;387,1;1,63;N/A;8,60
3010137;Picea abies;32,9;1 788,60;295,2;47,43;7,0;1,13;1,0;1,82;N/A;N/A;215,6;0,91;N/A;3,85
3010139;Picea abies;7,4;157,69;13,6;2,19;1,1;0,18;0,0;0,09;N/A;N/A;10,5;0,04;N/A;0,31
3010140;Quercus robur;77,4;9 837,73;1 860,9;298,99;34,8;5,60;2,6;4,87;N/A;N/A;577,6;2,44;N/A;12,91
3010141;Alnus glutinosa;44,3;2 857,14;150,4;24,16;4,9;0,79;1,5;2,78;N/A;N/A;329,4;1,39;N/A;4,96
3010142;Alnus glutinosa;31,3;1 589,69;75,1;12,06;3,5;0,56;1,0;1,90;N/A;N/A;224,6;0,95;N/A;3,41
3010143;Sorbus aucuparia;7,1;140,35;8,5;1,37;2,3;0,37;0,0;0,07;N/A;N/A;8,5;0,04;N/A;0,47
3010144;Prunus cerasifera;25,8;1 015,84;213,8;34,35;11,4;1,82;0,6;1,08;N/A;N/A;127,8;0,54;N/A;3,44
3010145;Alnus glutinosa;51,3;3 720,16;201,7;32,40;5,7;0,92;1,6;3,02;N/A;N/A;358,1;1,51;N/A;5,45
3010146;Alnus glutinosa;37,6;2 149,48;108,3;17,41;4,2;0,68;1,3;2,38;N/A;N/A;282,5;1,19;N/A;4,25
3010147;Prunus avium;42,7;2 161,24;729,1;117,15;6,6;1,07;0,9;1,73;N/A;N/A;205,4;0,87;N/A;3,67
3010148;Alnus glutinosa;44,3;2 857,14;150,4;24,16;4,9;0,79;1,5;2,78;N/A;N/A;329,4;1,39;N/A;4,96
3010150;Alnus glutinosa;39,5;2 338,40;119,6;19,21;4,4;0,71;1,3;2,51;N/A;N/A;297,5;1,26;N/A;4,48
3010153;Picea abies;64,4;6 038,67;1 277,5;205,25;15,6;2,51;3,4;6,52;N/A;N/A;772,8;3,26;N/A;12,29
3010154;Picea abies;45,6;3 171,04;602,5;96,80;10,4;1,67;1,8;3,41;N/A;N/A;404,2;1,71;N/A;6,78
3010156;Alnus glutinosa;36,4;2 034,96;101,5;16,31;4,1;0,65;1,2;2,30;N/A;N/A;272,3;1,15;N/A;4,10
3010158;Quercus robur;67,9;7 798,98;1 432,7;230,18;30,6;4,92;2,4;4,50;N/A;N/A;533,1;2,25;N/A;11,66
3010159;Picea abies;64,7;6 092,38;1 290,5;207,34;15,7;2,52;3,5;6,58;N/A;N/A;779,7;3,29;N/A;12,39
3010160;Alnus glutinosa;38,9;2 277,73;116,0;18,63;4,3;0,70;1,3;2,47;N/A;N/A;292,9;1,24;N/A;4,41
3010161;Alnus glutinosa;18,2;753,43;25,4;4,08;2,1;0,33;0,4;0,79;N/A;N/A;93,4;0,39;N/A;1,51
3010162;Alnus glutinosa;39,9;2 379,36;122,0;19,60;4,5;0,72;1,3;2,54;N/A;N/A;300,6;1,27;N/A;4,52
3010163;Quercus robur;78,1;10 017,60;1 894,7;304,42;35,2;5,65;2,6;4,89;N/A;N/A;579,3;2,44;N/A;12,98
3010165;Quercus robur;56,7;5 526,48;999,7;160,61;25,6;4,11;2,0;3,74;N/A;N/A;442,8;1,87;N/A;9,71
3010166;Quercus robur;77,8;9 940,59;1 880,2;302,08;35,0;5,63;2,6;4,88;N/A;N/A;578,5;2,44;N/A;12,95
3010167;Quercus robur;39,5;2 832,03;486,3;78,13;17,9;2,87;1,2;2,36;N/A;N/A;280,0;1,18;N/A;6,41
3010168;Alnus glutinosa;34,8;1 888,05;92,8;14,91;3,9;0,63;1,1;2,18;N/A;N/A;258,1;1,09;N/A;3,89
3010169;Alnus glutinosa;38,6;2 247,75;114,2;18,34;4,3;0,69;1,3;2,45;N/A;N/A;290,6;1,23;N/A;4,37
3010170;Alnus glutinosa;49,4;3 473,41;187,0;30,04;5,5;0,88;1,6;2,97;N/A;N/A;352,4;1,49;N/A;5,35
